File,Activity,Subject,Trial,1,2,3,4,5,6,7,8,9,10,11,12
a17_s2_t3_color.avi,a17,s2,t3 ,18.9628083462722,13.0253138013964,169.115845149886,172.994743590416,52.9344931406588,79.7811874362282,167.934377172093,173.537944510218,18.4588753593811,11.0491487796812,168.524712718236,174.242699960044
a17_s7_t1_color.avi,a17,s7,t1 ,17.2806902434977,11.8803401868179,167.020187420169,170.706139771103,46.7242187271731,44.6340399803162,156.352051979191,169.281842527509,23.6158596456833,12.8673464177122,163.374716846817,169.947910628443
a17_s7_t4_color.avi,a17,s7,t4 ,18.0666653144536,11.9947589959766,173.775767610583,171.250349529591,21.7839126834217,44.9086077274282,152.934503041201,171.440077862241,73.2499633483397,26.1423393204563,159.251121589858,173.720467042367
a17_s6_t3_color.avi,a17,s6,t3 ,18.0173918157292,18.301271999422,171.535660048739,173.905914426831,41.5963511478518,49.028860708319,169.742141386581,171.362331493563,25.434904584934,22.8114553264206,164.455446783234,164.621353864299
a17_s3_t2_color.avi,a17,s3,t2 ,16.9993183329961,16.0680959579518,177.475117029593,173.588976426596,53.5208160462094,57.9077509313168,173.174901762336,161.780222827604,35.5942596401211,37.7996273395204,177.127431061045,172.124199951635
a17_s6_t1_color.avi,a17,s6,t1 ,19.2024080290886,18.9467321550672,171.627548371148,174.159942994713,41.6610785711684,57.8792716967454,173.015483338991,172.684239693481,21.3645182493695,31.4270120134405,168.843534351484,169.234657582706
a17_s3_t4_color.avi,a17,s3,t4 ,23.6129825774491,17.5960877921036,176.941988018214,172.377656814177,50.868607610607,58.8393233622342,174.149067028421,164.227961074973,27.8117048650944,27.902850695746,172.908004756115,172.116314024261
a17_s1_t4_color.avi,a17,s1,t4 ,20.7888894137918,15.2939679539293,168.723447220037,171.96763852695,14.4357700836685,51.0313542377725,171.459676128399,166.864248464052,17.6095428901754,29.9754597876663,165.415609928364,170.342316239896
a17_s8_t4_color.avi,a17,s8,t4 ,19.6056284863328,23.1741009232922,173.135688920048,173.50272583784,24.8078622535153,15.2494199069962,163.914194205336,169.855820268796,26.9654367687628,16.4362580587138,152.238307860366,168.392764466651
a17_s4_t3_color.avi,a17,s4,t3 ,21.640538163731,18.9234857877254,168.767240093537,174.570844514846,26.3785321378831,27.5943624995185,175.857185420977,173.097140573009,21.121365662778,16.6277320114036,173.720287895103,170.252076759556
a17_s1_t1_color.avi,a17,s1,t1 ,20.5280246549253,16.1458572704706,167.873936605964,171.091143615536,38.4577456900181,43.2081623152696,173.16669693581,164.768615161792,23.1181135725115,39.4700932407721,166.202127605502,175.841845765648
a17_s4_t2_color.avi,a17,s4,t2 ,18.8657946779296,16.889811802992,169.21922285298,175.108898145955,22.0732369705544,20.3362853574651,165.174510492785,169.039179609779,25.1481072412735,14.9675463069958,172.57281011625,174.215050868456
a17_s2_t1_color.avi,a17,s2,t1 ,19.5738702432635,17.4701642693007,167.903650718068,172.598454094606,54.5900534369563,93.0574754931922,168.082283043649,170.717099746248,22.0494799993562,11.5424148457014,168.262109561428,173.022411658056
a17_s2_t2_color.avi,a17,s2,t2 ,19.0405986294929,13.4575269737078,169.532416756256,170.104437460256,38.2866678116277,33.0804814352525,167.093717631841,173.107308738738,42.6039807003427,6.74311095245608,167.319176783437,176.204026088691
a17_s2_t4_color.avi,a17,s2,t4 ,19.937284223105,14.0100066618142,168.794210176612,174.095269902759,49.927233240307,90.190138566757,167.45163214106,173.493553622923,22.3792818427398,11.1602409286394,169.623378442766,173.573663907307
