File,Activity,Subject,Trial,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120
a17_s2_t3_color.avi,a17,s2,t3 ,-0.043672293424606,-0.031524732708931,-0.008814260363579,-0.010005682706833,-0.006674557924271,-0.030456066131592,0.243846341967583,0.320070639252663,-0.010784536600113,0.129739357158542,0.069021912291646,0.046036135405302,-0.009339779615402,0.008617252111435,0.001664817333221,0.005984961986542,-0.011222332715988,-0.002792000770569,0.001340866088867,0.004150375723839,0.009238719940186,0.027014210820198,-0.001375526189804,-0.002499252557755,-0.00565030798316,0.015646204352379,0.326505333185196,0.417257469147444,0.037692271173,0.471342816948891,0.892618089914322,0.986937403678894,0.002815574407578,0.01376223564148,-0.00043773651123,4.14848327636719E-05,0.014098405838013,-0.002063989639282,-0.000274181365967,0.002933263778687,0.005790948867798,-0.017339706420899,-0.037811517715454,-0.047229766845703,-0.033094167709351,-0.059032440185547,-0.060436964035034,-0.060646057128906,-0.100383996963501,-0.228282928466797,-0.196216344833374,-0.148921728134155,-0.038223028182983,-0.018135786056519,0.000194311141968,-0.000496864318848,-0.064243316650391,-0.025130748748779,0.00114893913269,-0.009745359420776,0.027240127325058,0.02408641576767,0.010379865765572,0.001959353685379,0.007287740707397,0.030056416988373,-0.249893859028816,-0.326261207461357,0.004344448447227,-0.101251401007175,-0.035120211541653,-0.015039777383208,0.001792162656784,-0.003963232040405,0.003474324941635,0.006190896034241,-0.001754969358444,0.005985096096993,0.001248821616173,0.004184454679489,-0.00472629070282,-0.013283625245094,0.004538878798485,0.004385858774185,0.013221230357885,-0.009421959519386,-0.315504848957062,-0.418535005301237,-0.031480193138123,-0.494587406516075,-0.920916199684143,-1.07076728343964,0.001840978860855,-0.011423826217651,0.002613067626953,-0.002203941345215,-0.011479139328003,0.006006896495819,0.001295328140259,0.000332236289978,-0.00523042678833,0.006163120269775,0.028517246246338,0.031493902206421,0.035004138946533,0.069199323654175,0.074103832244873,0.067523956298828,0.042979001998901,0.153383255004883,0.097937822341919,0.06574273109436,0.044521808624268,0.022770404815674,-0.001682758331299,0.002633094787598,0.033262252807617,0.018141984939575,-0.001776933670044,0.000909805297852
a17_s7_t1_color.avi,a17,s7,t1 ,0.046904072165489,0.029759488999844,0.034868814051151,0.065380398184061,0.117928072810173,0.160643592476845,0.187884733080864,0.203358575701714,0.062087576836348,0.238221630454063,0.081929955631495,0.104290150105953,0.083631739020348,0.03748694062233,-0.003356069326401,0.005354940891266,0.072227971628308,0.018647592514753,0.004978019744158,0.03197231143713,0.01828134059906,0.028772994875908,0.032202303409577,0.032914415001869,0.025101281702519,0.39440555870533,0.329272404313087,0.275166630744934,0.04571295529604,0.416960135102272,0.723108559846878,0.755229026079178,0.035956531763077,0.023847103118897,0.001244485378265,-0.025449872016907,0.025746449828148,0.039725542068482,0.036469519138336,0.019277095794678,0.184776782989502,0.118222236633301,0.086007118225098,0.091739654541016,-0.005332946777344,-0.171547889709473,-0.098847389221191,-0.096728563308716,0.1681227684021,0.110851764678955,0.016106843948364,0.011277437210083,0.057347297668457,-0.02487063407898,-0.009455442428589,0.028040885925293,0.119903087615967,0.108981847763062,0.168183565139771,0.199590444564819,-0.109909497201443,-0.075855396687985,-0.063997462391853,-0.09175418689847,-0.14732052385807,-0.17063082754612,-0.223372146487236,-0.233463510870934,-0.123704591766,-0.373412452638149,-0.290936529636383,-0.328367650508881,-0.097611308097839,-0.037660971283913,-0.000120684504509,-0.021644100546837,-0.091809811070561,-0.003449026495218,0.003845537081361,-0.009539622347802,-0.025593131780624,-0.028463453054428,-0.040237858891487,-0.043578431010246,-0.044185563921929,-0.387665286660194,-0.322658732533455,-0.221425265073776,-0.078144110739231,-0.164714589715004,-0.265237331390381,-0.229929327964783,-0.046549201011658,-0.003020465373993,0.002610623836517,0.016689658164978,-0.028150007128716,0.021003901958466,0.001176238059998,0.015913009643555,-0.18295693397522,-0.197910070419312,-0.116641044616699,-0.0746750831604,-0.010541200637817,0.276283740997314,0.261783838272095,0.266534328460693,-0.293014287948608,-0.41697096824646,-0.473562479019165,-0.522948026657105,-0.009191274642944,0.045668125152588,0.001725435256958,-0.019845247268677,-0.098759412765503,-0.014757871627808,-0.01880407333374,-0.027807950973511
a17_s7_t4_color.avi,a17,s7,t4 ,0.060651808977127,0.039169177412987,0.046407148241997,0.064567796885967,0.059349909424782,0.071374505758286,0.172950118780136,0.15856146812439,0.056689313147217,0.077812783420086,0.002453774213791,0.005621291697025,0.073523834347725,0.007662922143936,-0.026238784193993,-0.032309167087078,0.066698912531138,0.085109319537878,0.067527339793742,0.096346648409963,0.02191561460495,0.027040123939514,0.02190250903368,0.027968034148216,0.007614858448505,0.067503318190575,0.495986953377724,0.570600435137749,0.011964328587055,0.080445677042008,0.205101117491722,0.241440147161484,0.032244846224785,0.039276957511902,0.029101133346558,0.0082106590271,0.022378608584404,0.048114717006683,0.045508444309235,0.032237648963928,0.199007987976074,0.164285898208618,0.115402460098267,0.108502388000488,0.073321104049683,-0.000744104385376,-0.004863262176514,0.025594234466553,0.166486263275146,0.110990285873413,-0.029974460601807,-0.06046724319458,0.081645011901856,0.002062082290649,0.00043773651123,0.013648509979248,0.117437124252319,0.14608359336853,0.245782375335693,0.264695644378662,-0.06713604927063,-0.011773779988289,0.004278466105461,-0.02801163494587,-0.022008761763573,-0.050549864768982,-0.084571301937103,-0.070951163768768,-0.083480771631003,-0.122177586890757,-0.116610173135996,-0.131897356361151,-0.023844346404076,0.001108944416046,0.010611653327942,-0.016005650162697,-0.042753841727972,0.00462066475302,-0.006074460223317,0.002085488289595,-0.002126932144165,0.019603863358498,0.035772927105427,0.026716992259026,0.025852106511593,-0.030797675251961,-0.449641481041908,-0.559978768229485,0.051109045743942,0.420921325683594,0.697136506438255,0.758763134479523,0.032952353358269,0.011059165000916,-0.013734817504883,0.016414523124695,0.036918550729752,0.032227754592896,0.001751005649567,-0.001633286476135,-0.090031623840332,-0.124195575714111,-0.049852848052979,-0.036183595657349,-0.031678438186646,0.090620040893555,0.042541742324829,0.016070365905762,-0.220103025436401,-0.28318190574646,-0.070855855941773,-0.024700880050659,0.013972759246826,0.052236080169678,-0.004968166351318,-0.021239042282105,-0.064610958099365,-0.008747816085815,-0.006752729415894,0.005876779556274
a17_s6_t3_color.avi,a17,s6,t3 ,-0.012620553374291,-0.040467403829098,-0.052553407847881,-0.013744503259659,0.052588477730751,0.060653954744339,0.328545245341957,0.413877189159393,-0.027576662600041,-0.007816329598427,0.009785652160645,0.032682001590729,0.021006166934967,-0.007005944848061,0.000115603208542,-0.001484990119934,-0.025026326067746,-0.007291689515114,-0.000309132039547,0.053912974894047,-0.046344935894013,-0.081830263137817,-0.032899044454098,-0.014608651399613,0.023887813091278,0.131825894117355,0.223867423832417,0.277618121355772,-0.201253741979599,0.244677595794201,0.740864753723145,0.926137685775757,-0.022086560726166,-0.014151275157929,0.001490831375122,-0.001655697822571,-0.065018262714148,-0.020458579063416,0.003370404243469,0.02659022808075,0.131299495697021,0.056195020675659,-0.013844966888428,-0.023666620254517,-0.072313070297241,-0.315850496292114,-0.427721977233887,-0.423456192016602,0.16759991645813,0.412097930908203,0.382760524749756,0.39058518409729,-0.111268520355225,-0.038708686828613,-0.001122951507568,0.006234169006348,0.030108690261841,0.019231557846069,-0.000311851501465,0.002636909484863,0.001751303672791,0.038300253450871,0.052797868847847,-0.002420723438263,-0.067572042346001,-0.055206030607224,-0.314229431562126,-0.381705820560455,-0.022159215062857,-0.060333929955959,-0.18548147007823,-0.247384764254093,-0.033469781279564,-0.001197293400764,-0.00031965970993,0.000113517045975,-0.000665042549372,0.000872779637575,0.000857546925545,-0.064610227942467,0.057591319084168,0.112656056880951,0.044720977544785,0.038403913378716,-0.014027804136276,-0.090388730168343,-0.167621299624443,-0.246128659695387,0.247346460819244,-0.113632187247276,-0.45350193977356,-0.570152819156647,0.045997640118003,0.004402637481689,-0.001188278198242,-0.000646352767944,0.102942342869937,0.029998540878296,-0.001589238643646,-0.034121155738831,0.014628887176514,0.048868656158447,0.065594911575317,0.031131982803345,0.172127485275269,0.337687730789185,0.410119771957398,0.401146650314331,-0.170771360397339,-0.64513635635376,-0.85319709777832,-0.895482778549194,0.121648788452148,0.021537303924561,-0.001550912857056,-0.006706476211548,-0.043804168701172,-0.030621767044067,-0.000974893569946,0.001151323318481
a17_s3_t2_color.avi,a17,s3,t2 ,0.065513722598553,0.057404588907957,0.025536715984345,0.035781171172857,0.11073100566864,0.109555765986443,0.30992866307497,0.384423539042473,0.010557610541582,0.203365057706833,0.001821361482143,-0.024434708058834,0.056146509945393,0.014697596430779,-0.004113510251045,-0.009767562150955,0.011799104511738,0.04029132053256,0.002446066588163,0.016995280981064,-0.005192905664444,-0.00075675547123,-0.011476531624794,-0.010938167572022,-0.021370619535446,0.312309950590134,0.598047092556953,0.652923911809921,-0.013265952467918,0.262375101447105,0.618669092655182,0.77063912153244,0.007493406534195,0.014928579330444,-0.001818180084229,-0.005357027053833,-0.011938288807869,0.021151125431061,0.002693891525269,-0.01531445980072,0.03840708732605,-0.00670599937439,-0.027711629867554,-0.033566951751709,-0.086524963378906,-0.277958869934082,-0.245398998260498,-0.229475498199463,0.063244342803955,0.123790740966797,0.181491851806641,0.209771871566772,-0.078024387359619,-0.096586227416992,-0.013084173202515,-0.006102800369263,-0.005761861801147,-0.059445142745972,-0.002109527587891,0.030786037445068,-0.057861477136612,-0.035912651568651,-0.018957890570164,-0.039200071245432,-0.096698373556137,-0.117461338639259,-0.258951462805271,-0.305607408285141,0.003675013780594,-0.125052124261856,-0.015491142868996,-0.020696498453617,-0.062404535710812,-0.019863218069077,-0.003803923726082,0.004069715738297,-0.014061972498894,-0.026479877531529,0.011921854689717,-0.012507122009993,0.004083156585693,0.0077313631773,0.013595320284367,0.014831647276878,0.035144619643688,-0.250748291611671,-0.495792403817177,-0.523194819688797,0.057266049087048,-0.189795576035976,-0.497402548789978,-0.655436813831329,0.000687003135681,-0.002472639083862,0.004523456096649,0.028402924537659,0.018430143594742,-0.005184471607208,0.007549047470093,0.021589040756226,-0.029285430908203,0.01266622543335,0.049286127090454,0.045535564422608,0.132306337356567,0.302032232284546,0.171529531478882,0.136626482009888,-0.109833717346191,-0.259055137634277,-0.411532640457153,-0.490720987319946,0.102234125137329,0.111895561218262,0.006944894790649,-0.036734342575073,0.007863283157349,0.062677383422852,0.004070997238159,-0.030890941619873
a17_s6_t1_color.avi,a17,s6,t1 ,0.007216215133667,-0.036183148622513,-0.031959496438503,1.28820538520813E-05,0.068622976541519,0.086744248867035,0.318272369913757,0.386142730712891,-0.047950070351362,0.124307736754417,0.248934879899025,0.27291864156723,0.035633988678455,-0.006765469908714,-0.000994071364403,-0.00215283036232,-0.007971352082677,-0.010199014097452,0.001870341598988,0.046432286500931,0.008990049362183,-0.010776281356812,0.021482080221176,0.018935952335596,0.035974055528641,0.075376838445664,0.239155933260918,0.329075247049332,0.015084534883499,0.240151107311249,0.725211903452873,0.845032870769501,0.030321793165058,-0.009592771530151,0.003579437732697,-0.006999731063843,0.017988708801568,-0.016618072986603,-0.012513816356659,-0.020455062389374,0.104009389877319,0.032793998718262,-0.009716272354126,0.005845785140991,-0.102089881896973,-0.35957145690918,-0.418991327285767,-0.410479068756104,0.201257228851318,0.283425331115723,0.234698057174683,0.245481729507446,-0.050525426864624,-0.025367021560669,-0.001970529556274,-0.002259492874146,0.067509889602661,0.025500059127808,0.010177135467529,0.045523881912232,-0.051381647586823,-0.001015171408653,0.035143695771694,-0.005238272249699,-0.099635690450668,-0.084870308637619,-0.272362071089447,-0.29049451649189,-0.020546808838844,-0.231277909129858,-0.450911015272141,-0.534878224134445,-0.037866212427616,0.011347681283951,0.001651525497437,0.004100427031517,0.005184047389776,0.01583656668663,-0.001008413732052,-0.033846527338028,0.012361109256744,0.054624676704407,-0.00409010052681,0.000424928963184,-0.035059183835983,-0.025338843464851,-0.142596684396267,-0.225399360060692,0.037510275840759,-0.075550109148026,-0.364959135651588,-0.47686830163002,-0.013547604437918,0.006015121936798,-0.001008450984955,0.005353093147278,0.027769593521953,0.03169995546341,0.009407699108124,-0.021126866340637,0.019522428512573,0.035472869873047,0.04478645324707,0.002046346664429,0.161715984344482,0.376682281494141,0.379123687744141,0.338440418243408,-0.213493824005127,-0.530843734741211,-0.6484375,-0.760456085205078,0.060146570205689,0.012981176376343,-0.003183364868164,0.005102157592773,-0.06970477104187,-0.013966798782349,-0.006979942321777,0.002115726470947
a17_s3_t4_color.avi,a17,s3,t4 ,0.083188180811703,0.041803266853094,0.015031095594168,0.037039790302515,0.098116770386696,0.071091517806053,0.264273606240749,0.334221631288528,0.047751195728779,0.239893570542335,0.102093905210495,0.085760995745659,0.054261408746243,0.012771189212799,-0.003010883927345,-0.015125349164009,0.01487165177241,0.011815106496215,-0.001341504976153,0.018132887780666,-0.005917429924011,0.034958064556122,-0.007876873016357,-0.005982369184494,0.010118119418621,0.215536370873451,0.446354262530804,0.496256798505783,-0.012819342315197,0.284916579723358,0.681213915348053,0.727110892534256,0.010381475090981,0.00888329744339,0.002687394618988,-0.014497041702271,-0.008457392454147,0.009196221828461,-0.00015652179718,-0.003794193267822,0.067376613616943,0.018368005752564,-0.003520250320435,-0.04148006439209,-0.068027257919312,-0.278064250946045,-0.24921441078186,-0.232772827148437,0.034987688064575,-0.038242101669312,0.094813823699951,0.121182441711426,-0.089080810546875,-0.066161870956421,-0.004847288131714,0.007832527160645,-0.03353476524353,-0.043581962585449,-0.002986192703247,0.016972541809082,-0.049382069148123,0.002690032124519,0.01112275570631,-0.022100627422333,-0.070508763194084,-0.058504119515419,-0.265788994729519,-0.317140877246857,-0.016761660575867,-0.199047029018402,-0.070547953248024,-0.064992442727089,-0.042865954339504,-0.003678321838379,0.000713795423508,0.000229001045227,-0.0075700415764,0.000204594805837,0.009701282717288,-0.019926708191633,0.007889300584793,-0.031385779380798,0.009605944156647,0.00944784283638,-0.001366809010506,-0.188775822520256,-0.40382232517004,-0.447017312049866,0.018698289990425,-0.2698834836483,-0.649122178554535,-0.739431113004684,0.000405788421631,-0.004870235919952,-0.002822697162628,-0.000448346138,0.011157423257828,9.71555709838867E-06,0.0072922706604,-0.01716148853302,-0.07546591758728,-0.02728009223938,0.007262229919434,0.014042615890503,0.099268198013306,0.288674354553223,0.181698083877564,0.153342485427856,-0.10370659828186,-0.064904451370239,-0.26633620262146,-0.345075130462646,0.090475082397461,0.057273864746094,0.00029182434082,0.001662254333496,-0.021492004394531,0.016595363616943,-0.002111911773682,0.006031513214111
a17_s1_t4_color.avi,a17,s1,t4 ,0.0214913636446,-0.012369774281979,0.003536894917488,0.026294499635697,0.063844501972199,0.106056377291679,0.298759587109089,0.387591242790222,-0.013610869646072,-0.025516889989376,0.078291162848473,0.155583187937736,0.042314767837525,0.004042655229568,-0.000747725367546,0.002616032958031,0.015596738085151,0.003409915603697,0.000678855460137,0.001822980120778,0.034806847572327,0.038525104522705,0.003435354679823,-0.000419266521931,0.059274330735207,0.142376691102982,0.371837213635445,0.480816699564457,0.016050592064858,0.016219273209572,0.050027713179588,0.127731695771217,0.001332446932793,-0.002517223358154,-0.000689148902893,-0.001183986663818,-0.002866789698601,-0.00523829460144,0.000381886959076,0.002354979515076,0.083871126174927,-0.013248205184937,-0.011904954910278,0.003967523574829,-0.095675945281983,-0.284326791763306,-0.419980525970459,-0.460104942321777,0.064638614654541,0.082549333572388,0.090859413146973,0.120390892028809,-0.038496732711792,-0.017595052719116,-0.000388622283936,-0.001717805862427,0.039182662963867,0.009727716445923,0.001370906829834,-0.001421928405762,-0.074858739972115,-0.001543059945107,-0.001674301922321,-0.052023410797119,-0.072614282369614,-0.063203856348991,-0.279953755438328,-0.348842740058899,-0.06640761718154,-0.096778502687812,-0.257982011884451,-0.338039323687553,-0.062420606613159,-0.01451125741005,0.004352226853371,-0.009807229042053,-0.054687272757292,-0.016366533003748,-0.005764083936811,0.003876782953739,-0.000569403171539,0.01493176817894,0.033579004695639,0.035459719598293,-0.041492372751236,-0.1303496286273,-0.312756687402725,-0.380897410213947,0.037787273526192,0.405518908053637,0.661229029297829,0.709548875689507,0.046574264764786,0.014018356800079,-0.000889778137207,-0.008033990859985,0.050960667431355,0.014148652553558,-0.005782127380371,0.000498533248901,-0.050786733627319,-0.006059885025024,-0.020940542221069,-0.037126541137695,0.139695405960083,0.348866939544678,0.368171453475952,0.366146564483643,-0.226722002029419,-0.483429908752441,-0.660439252853394,-0.751040935516357,0.065588235855103,0.014370679855347,-0.001655578613281,0.019559144973755,-0.120416164398193,-0.045295715332031,-0.003737926483154,-0.003996849060059
a17_s8_t4_color.avi,a17,s8,t4 ,-0.091905226930976,-0.085161173716188,-0.059153337031603,-0.024445418268442,0.00510361790657,0.096614010632038,0.241289123892784,0.249862819910049,-0.091994300484657,-0.04866698384285,0.079726785421372,0.109360367059708,0.002895034849644,-0.045407090336084,-0.068234790116549,-0.04358072578907,-0.031287394464016,0.007372483611107,0.007673241198063,0.001314833760262,-0.007973581552506,0.014145970344544,-0.028482690453529,-0.031818173825741,-0.036558523774147,0.282354813069105,0.668924003839493,0.764390140771866,-0.016631305217743,0.001103430986404,0.100900337100029,0.126987427473068,-0.024862185120583,0.024843215942383,0.030866324901581,0.026174426078796,-0.02547799050808,0.014138400554657,-0.000944435596466,-0.004251718521118,-0.162408351898193,-0.210067749023437,-0.21868634223938,-0.223709106445312,-0.318095922470093,-0.633968830108643,-0.64443302154541,-0.628445386886597,-0.127854347229004,-0.088285446166992,-0.186975240707397,-0.235640287399292,-0.272397994995117,-0.331183433532715,-0.349198818206787,-0.332244396209717,-0.183329105377197,-0.159329175949097,-0.026829481124878,0.000892162322998,-0.175975689664483,-0.105349292978644,-0.073463942855597,-0.131560031324625,-0.125708565115929,-0.147049151360989,-0.28582338988781,-0.296324238181114,-0.172521889209747,-0.378067791461945,-0.609814077615738,-0.658282279968262,-0.111633732914925,-0.047922119498253,-0.008246317505836,-0.068809352815151,-0.148047488182783,-0.048857539892197,0.09810646623373,-0.007760122418404,-0.06635719537735,-0.086106315255165,-0.028357822448015,-0.032981008291245,-0.074158512055874,-0.392897039651871,-0.768554478883743,-0.886164546012878,-0.015112638473511,-0.026116542518139,-0.085611686110497,-0.088018268346787,-0.045163825154305,-0.030954241752625,0.00224381685257,0.022007465362549,-0.019466310739517,0.003558874130249,0.032914459705353,0.058082222938538,-0.130793571472168,-0.120937585830688,-0.092806816101074,-0.073335886001587,0.120516777038574,0.522076368331909,0.625046014785767,0.601141691207886,-0.350853204727173,-0.515767335891724,-0.373553276062012,-0.306419372558594,0.058247566223145,0.051398038864136,0.007301807403564,-0.0213463306427,-0.176031112670898,-0.151725292205811,-0.110092401504517,-0.148515224456787
a17_s4_t3_color.avi,a17,s4,t3 ,-0.03047089278698,-0.013140350580216,-0.02321058511734,-0.001681443303823,0.043315216898918,0.172816470265389,0.27416405081749,0.290620133280754,-0.023266907781363,-0.005800500512123,0.111484676599503,0.137144580483437,0.015461660921574,-0.050912790000439,-0.020875327289105,-0.014759190380573,-0.009327550651506,-0.043298090808094,-0.001511197537184,-0.035576719790697,0.013291478157044,0.019721850752831,0.004485107958317,0.004237547516823,0.018414735794067,0.51437409222126,0.910571247339249,0.961699426174164,-0.002348683774471,0.05275658518076,0.183790475130081,0.17109414935112,0.014141961932182,0.052606523036957,0.032214224338532,0.028598725795746,-0.001892685890198,0.076951444149017,0.005336225032806,-0.002926349639893,0.018809795379639,3.0517578125E-05,-0.012872934341431,-0.01219654083252,-0.054049015045166,-0.228662490844727,-0.192087411880493,-0.185248374938965,0.053141832351685,0.030403137207031,-0.071500301361084,-0.122325658798218,-0.043614149093628,-0.045532941818237,-0.014199733734131,-0.002632141113281,0.007021427154541,-0.042166471481323,-0.004637718200684,-0.001920223236084,-0.013460494577885,0.00632818043232,0.028927564620972,-0.015756964683533,-0.033637121319771,-0.140198111534119,-0.269005239009857,-0.287074074149132,-0.032996101304889,-0.291078850626945,-0.582686200737953,-0.624228596687317,-0.031507804989815,0.00235952436924,0.024449288845062,0.014532260596752,-0.023789510829374,0.021372281014919,0.0060082860291,0.007864981889725,-0.010326147079468,0.013683944940567,-0.011880658566952,-0.017434239387512,-0.02502553164959,-0.539698272943497,-0.937227606773376,-0.958635360002518,0.018737204372883,0.208182841539383,0.23439484089613,0.245446022599936,-0.025079399347305,-0.023724257946014,-0.031971096992493,-0.034156978130341,0.009740889072418,0.005261540412903,0.005347847938538,0.000593066215515,-0.067419052124024,-0.077278137207031,-0.024476051330567,-0.02822208404541,0.072949409484863,0.270009756088257,0.255489826202393,0.270398139953613,-0.195025682449341,-0.418984413146973,-0.373191833496094,-0.32984471321106,0.052049398422241,-0.001652717590332,0.009643793106079,-0.002495050430298,-0.089503049850464,-0.024194240570068,-0.004480838775635,-0.019064903259277
